date,rain
01/01/2012,0
02/01/2012,0
03/01/2012,0
04/01/2012,0
05/01/2012,0
06/01/2012,0
07/01/2012,0
08/01/2012,0
09/01/2012,0
10/01/2012,0
11/01/2012,0
12/01/2012,0
13/01/2012,0
14/01/2012,0
15/01/2012,0
16/01/2012,0
17/01/2012,0
18/01/2012,0
19/01/2012,0
20/01/2012,0
21/01/2012,0
22/01/2012,0
23/01/2012,0
24/01/2012,0
25/01/2012,0
26/01/2012,0
27/01/2012,0
28/01/2012,0
29/01/2012,0
30/01/2012,0
31/01/2012,0
01/02/2012,0
02/02/2012,0
03/02/2012,0
04/02/2012,0
05/02/2012,0
06/02/2012,0
07/02/2012,0
08/02/2012,0
09/02/2012,0
10/02/2012,0
11/02/2012,0
12/02/2012,0
13/02/2012,0
14/02/2012,0
15/02/2012,0
16/02/2012,0
17/02/2012,0
18/02/2012,0
19/02/2012,0
20/02/2012,0
21/02/2012,0
22/02/2012,0
23/02/2012,0
24/02/2012,0
25/02/2012,0
26/02/2012,0
27/02/2012,0
28/02/2012,0
29/02/2012,0
01/03/2012,0
02/03/2012,0
03/03/2012,0
04/03/2012,0
05/03/2012,0
06/03/2012,0
07/03/2012,0
08/03/2012,0
09/03/2012,0
10/03/2012,0
11/03/2012,0
12/03/2012,0
13/03/2012,0
14/03/2012,0
15/03/2012,0
16/03/2012,0
17/03/2012,0
18/03/2012,0
19/03/2012,0
20/03/2012,0
21/03/2012,0
22/03/2012,0
23/03/2012,0
24/03/2012,0
25/03/2012,0
26/03/2012,0
27/03/2012,0
28/03/2012,0
29/03/2012,0
30/03/2012,0
31/03/2012,0
01/04/2012,0
02/04/2012,0
03/04/2012,0
04/04/2012,0
05/04/2012,0
06/04/2012,0
07/04/2012,0
08/04/2012,0
09/04/2012,0
10/04/2012,8.8
11/04/2012,0
12/04/2012,0
13/04/2012,0
14/04/2012,0
15/04/2012,0
16/04/2012,18.5
17/04/2012,0
18/04/2012,0
19/04/2012,0
20/04/2012,0
21/04/2012,0
22/04/2012,0
23/04/2012,4.9
24/04/2012,0.5
25/04/2012,0.2
26/04/2012,0
27/04/2012,0
28/04/2012,0
29/04/2012,5.3
30/04/2012,23.4
01/05/2012,0
02/05/2012,0
03/05/2012,0
04/05/2012,0
05/05/2012,0.8
06/05/2012,19.9
07/05/2012,0
08/05/2012,0
09/05/2012,0
10/05/2012,0
11/05/2012,11.2
12/05/2012,1.9
13/05/2012,0.5
14/05/2012,0
15/05/2012,0
16/05/2012,4.9
17/05/2012,0
18/05/2012,0.3
19/05/2012,0
20/05/2012,0.3
21/05/2012,4
22/05/2012,0
23/05/2012,0
24/05/2012,43.3
25/05/2012,0
26/05/2012,16.4
27/05/2012,40.4
28/05/2012,6.1
29/05/2012,36.2
30/05/2012,26.6
31/05/2012,0
01/06/2012,28.3
02/06/2012,0
03/06/2012,6.2
04/06/2012,1.2
05/06/2012,0
06/06/2012,0
07/06/2012,0
08/06/2012,0
09/06/2012,6.8
10/06/2012,0
11/06/2012,0.9
12/06/2012,0
13/06/2012,4.6
14/06/2012,0
15/06/2012,18.8
16/06/2012,0
17/06/2012,0
18/06/2012,13.5
19/06/2012,0.4
20/06/2012,0
21/06/2012,0
22/06/2012,1.3
23/06/2012,10.2
24/06/2012,0
25/06/2012,0
26/06/2012,0
27/06/2012,1.1
28/06/2012,0
29/06/2012,0
30/06/2012,47
01/07/2012,47
02/07/2012,0
03/07/2012,1.3
04/07/2012,0
05/07/2012,0
06/07/2012,15.7
07/07/2012,3.4
08/07/2012,2.2
09/07/2012,0
10/07/2012,1.6
11/07/2012,23.9
12/07/2012,0.2
13/07/2012,13.9
14/07/2012,16.8
15/07/2012,0
16/07/2012,0.1
17/07/2012,23.6
18/07/2012,6.9
19/07/2012,0
20/07/2012,0
21/07/2012,0.9
22/07/2012,1.2
23/07/2012,0
24/07/2012,0.5
25/07/2012,36.5
26/07/2012,0.9
27/07/2012,23
28/07/2012,0
29/07/2012,0
30/07/2012,5.7
31/07/2012,0.3
01/08/2012,0
02/08/2012,0
03/08/2012,34.2
04/08/2012,6.4
05/08/2012,0
06/08/2012,0.2
07/08/2012,3.6
08/08/2012,2.9
09/08/2012,12.2
10/08/2012,18.1
11/08/2012,2.5
12/08/2012,0
13/08/2012,44.8
14/08/2012,7.9
15/08/2012,0.8
16/08/2012,10.6
17/08/2012,17.4
18/08/2012,1
19/08/2012,0
20/08/2012,18.2
21/08/2012,0
22/08/2012,0.2
23/08/2012,0
24/08/2012,0
25/08/2012,3.2
26/08/2012,48.7
27/08/2012,0.8
28/08/2012,0
29/08/2012,21
30/08/2012,14.7
31/08/2012,0
01/09/2012,22
02/09/2012,1.5
03/09/2012,0.5
04/09/2012,45.9
05/09/2012,0
06/09/2012,54.3
07/09/2012,0.5
08/09/2012,1
09/09/2012,15.2
10/09/2012,34.7
11/09/2012,21.3
12/09/2012,0
13/09/2012,0
14/09/2012,0
15/09/2012,3.1
16/09/2012,82.1
17/09/2012,0
18/09/2012,12.1
19/09/2012,0
20/09/2012,20.6
21/09/2012,0
22/09/2012,0.2
23/09/2012,0
24/09/2012,0
25/09/2012,3.2
26/09/2012,48.7
27/09/2012,0.8
28/09/2012,0
29/09/2012,21
30/09/2012,14.7
01/10/2012,0.1
02/10/2012,0
03/10/2012,0
04/10/2012,0
05/10/2012,0
06/10/2012,4.8
07/10/2012,19.3
08/10/2012,0
09/10/2012,0
10/10/2012,0
11/10/2012,0
12/10/2012,0.5
13/10/2012,0
14/10/2012,0
15/10/2012,0
16/10/2012,0
17/10/2012,0
18/10/2012,95.5
19/10/2012,0
20/10/2012,12.3
21/10/2012,2.6
22/10/2012,0
23/10/2012,0
24/10/2012,0
25/10/2012,0
26/10/2012,0
27/10/2012,0
28/10/2012,0
29/10/2012,0
30/10/2012,0
31/10/2012,0
01/11/2012,0
02/11/2012,0
03/11/2012,0
04/11/2012,0
05/11/2012,0
06/11/2012,0
07/11/2012,0
08/11/2012,0
09/11/2012,0
10/11/2012,0
11/11/2012,0
12/11/2012,0
13/11/2012,0
14/11/2012,0
15/11/2012,0
16/11/2012,0
17/11/2012,0
18/11/2012,0
19/11/2012,0
20/11/2012,0
21/11/2012,0
22/11/2012,0
23/11/2012,0
24/11/2012,0
25/11/2012,0
26/11/2012,0
27/11/2012,0
28/11/2012,0
29/11/2012,0
30/11/2012,0
01/12/2012,0
02/12/2012,0
03/12/2012,0
04/12/2012,0
05/12/2012,0
06/12/2012,0
07/12/2012,0
08/12/2012,0
09/12/2012,0
10/12/2012,0
11/12/2012,0
12/12/2012,0
13/12/2012,0
14/12/2012,0
15/12/2012,0
16/12/2012,0
17/12/2012,0
18/12/2012,0
19/12/2012,0
20/12/2012,0
21/12/2012,0
22/12/2012,0
23/12/2012,0
24/12/2012,0
25/12/2012,0
26/12/2012,0
27/12/2012,0
28/12/2012,0
29/12/2012,0
30/12/2012,0
31/12/2012,0
01/01/2013,0
02/01/2013,0
03/01/2013,0
04/01/2013,0
05/01/2013,0
06/01/2013,0
07/01/2013,0
08/01/2013,0
09/01/2013,0
10/01/2013,0
11/01/2013,0
12/01/2013,0
13/01/2013,0
14/01/2013,0
15/01/2013,0
16/01/2013,0
17/01/2013,0
18/01/2013,0
19/01/2013,0
20/01/2013,0
21/01/2013,0
22/01/2013,0
23/01/2013,0
24/01/2013,0
25/01/2013,0
26/01/2013,0
27/01/2013,0
28/01/2013,0
29/01/2013,0
30/01/2013,0
31/01/2013,0
01/02/2013,0
02/02/2013,0
03/02/2013,0
04/02/2013,0
05/02/2013,0
06/02/2013,0
07/02/2013,0
08/02/2013,0
09/02/2013,0
10/02/2013,0
11/02/2013,0
12/02/2013,0
13/02/2013,0
14/02/2013,0
15/02/2013,0
16/02/2013,0
17/02/2013,0
18/02/2013,0
19/02/2013,0
20/02/2013,0
21/02/2013,0
22/02/2013,0
23/02/2013,0
24/02/2013,0
25/02/2013,0
26/02/2013,0
27/02/2013,0
28/02/2013,0
01/03/2013,0
02/03/2013,0
03/03/2013,0
04/03/2013,0
05/03/2013,0
06/03/2013,0
07/03/2013,0
08/03/2013,0
09/03/2013,0
10/03/2013,0
11/03/2013,0
12/03/2013,0
13/03/2013,0
14/03/2013,0
15/03/2013,0
16/03/2013,0
17/03/2013,0
18/03/2013,0
19/03/2013,0
20/03/2013,0
21/03/2013,0
22/03/2013,0
23/03/2013,0
24/03/2013,0
25/03/2013,0
26/03/2013,0
27/03/2013,13.6
28/03/2013,0.5
29/03/2013,33.9
30/03/2013,0
31/03/2013,0
01/04/2013,0
02/04/2013,0
03/04/2013,0
04/04/2013,0
05/04/2013,0
06/04/2013,0
07/04/2013,0
08/04/2013,0
09/04/2013,0
10/04/2013,0
11/04/2013,0
12/04/2013,0
13/04/2013,0
14/04/2013,0
15/04/2013,0
16/04/2013,0
17/04/2013,0
18/04/2013,0
19/04/2013,27.1
20/04/2013,0
21/04/2013,11.1
22/04/2013,0
23/04/2013,0
24/04/2013,11.9
25/04/2013,0
26/04/2013,0
27/04/2013,14.1
28/04/2013,0
29/04/2013,0
30/04/2013,10.1
01/05/2013,0
02/05/2013,0
03/05/2013,0
04/05/2013,2.8
05/05/2013,9.1
06/05/2013,0
07/05/2013,0
08/05/2013,10.2
09/05/2013,0
10/05/2013,0
11/05/2013,0
12/05/2013,0
13/05/2013,6.4
14/05/2013,1.1
15/05/2013,0
16/05/2013,0
17/05/2013,3.8
18/05/2013,0
19/05/2013,0
20/05/2013,0
21/05/2013,14.5
22/05/2013,0
23/05/2013,9.4
24/05/2013,0
25/05/2013,28.3
26/05/2013,32
27/05/2013,0
28/05/2013,0
29/05/2013,0
30/05/2013,0
31/05/2013,0
01/06/2013,12.6
02/06/2013,0
03/06/2013,0
04/06/2013,13.9
05/06/2013,0
06/06/2013,1.4
07/06/2013,0
08/06/2013,0
09/06/2013,1.1
10/06/2013,0
11/06/2013,0
12/06/2013,0
13/06/2013,28.9
14/06/2013,14
15/06/2013,7.2
16/06/2013,36.2
17/06/2013,0
18/06/2013,0
19/06/2013,0
20/06/2013,0
21/06/2013,0
22/06/2013,0
23/06/2013,0
24/06/2013,0
25/06/2013,0
26/06/2013,15.3
27/06/2013,20.2
28/06/2013,78.6
29/06/2013,27.8
30/06/2013,29.9
01/07/2013,0
02/07/2013,0
03/07/2013,5.2
04/07/2013,4.1
05/07/2013,1.4
06/07/2013,82.2
07/07/2013,8.3
08/07/2013,5.8
09/07/2013,26.8
10/07/2013,0
11/07/2013,11.4
12/07/2013,10.2
13/07/2013,12.9
14/07/2013,0
15/07/2013,0
16/07/2013,0
17/07/2013,0.5
18/07/2013,0
19/07/2013,30.7
20/07/2013,11.6
21/07/2013,0
22/07/2013,0
23/07/2013,5.2
24/07/2013,4.1
25/07/2013,1.4
26/07/2013,82.2
27/07/2013,8.3
28/07/2013,5.8
29/07/2013,26.8
30/07/2013,0
31/07/2013,0
01/08/2013,0
02/08/2013,0
03/08/2013,0
04/08/2013,0
05/08/2013,0
06/08/2013,0.2
07/08/2013,28.6
08/08/2013,1.3
09/08/2013,17.8
10/08/2013,0
11/08/2013,20.9
12/08/2013,0
13/08/2013,0
14/08/2013,37.1
15/08/2013,0.2
16/08/2013,0
17/08/2013,57.6
18/08/2013,0.5
19/08/2013,25.3
20/08/2013,23.4
21/08/2013,0
22/08/2013,0
23/08/2013,0
24/08/2013,28.1
25/08/2013,0
26/08/2013,0
27/08/2013,10.7
28/08/2013,13.2
29/08/2013,0
30/08/2013,2
31/08/2013,50.8
01/09/2013,3.9
02/09/2013,0
03/09/2013,1.4
04/09/2013,57.9
05/09/2013,4.6
06/09/2013,34.1
07/09/2013,0
08/09/2013,0
09/09/2013,92.1
10/09/2013,41.8
11/09/2013,0
12/09/2013,0
13/09/2013,57.5
14/09/2013,0
15/09/2013,32.4
16/09/2013,0
17/09/2013,0
18/09/2013,17.8
19/09/2013,0
20/09/2013,0
21/09/2013,0
22/09/2013,0
23/09/2013,19.1
24/09/2013,0
25/09/2013,0
26/09/2013,7.4
27/09/2013,1.7
28/09/2013,31.9
29/09/2013,0
30/09/2013,24.6
01/10/2013,0
02/10/2013,11.5
03/10/2013,1.3
04/10/2013,0
05/10/2013,0
06/10/2013,0
07/10/2013,24.6
08/10/2013,0
09/10/2013,0
10/10/2013,0
11/10/2013,0
12/10/2013,0
13/10/2013,0
14/10/2013,0
15/10/2013,0
16/10/2013,0
17/10/2013,0
18/10/2013,0
19/10/2013,0
20/10/2013,0
21/10/2013,0
22/10/2013,0
23/10/2013,0
24/10/2013,0
25/10/2013,0
26/10/2013,0
27/10/2013,0
28/10/2013,0
29/10/2013,0
30/10/2013,0
31/10/2013,0
01/11/2013,0
02/11/2013,0
03/11/2013,0
04/11/2013,0
05/11/2013,0
06/11/2013,0
07/11/2013,0
08/11/2013,0
09/11/2013,0
10/11/2013,0
11/11/2013,0
12/11/2013,0
13/11/2013,0
14/11/2013,0
15/11/2013,0
16/11/2013,0
17/11/2013,0
18/11/2013,0
19/11/2013,0
20/11/2013,0
21/11/2013,0
22/11/2013,0
23/11/2013,0
24/11/2013,0
25/11/2013,0
26/11/2013,0
27/11/2013,0
28/11/2013,0
29/11/2013,0
30/11/2013,0
01/12/2013,0
02/12/2013,0
03/12/2013,0
04/12/2013,0
05/12/2013,0
06/12/2013,0
07/12/2013,0
08/12/2013,0
09/12/2013,0
10/12/2013,0
11/12/2013,0
12/12/2013,0
13/12/2013,0
14/12/2013,0
15/12/2013,0
16/12/2013,0
17/12/2013,0
18/12/2013,0
19/12/2013,0
20/12/2013,0
21/12/2013,0
22/12/2013,0
23/12/2013,0
24/12/2013,0
25/12/2013,0
26/12/2013,0
27/12/2013,0
28/12/2013,0
29/12/2013,0
30/12/2013,0
31/12/2013,0
01/01/2014,0
02/01/2014,0
03/01/2014,0
04/01/2014,0
05/01/2014,0
06/01/2014,0
07/01/2014,0
08/01/2014,0
09/01/2014,0
10/01/2014,0
11/01/2014,0
12/01/2014,0
13/01/2014,0
14/01/2014,0
15/01/2014,0
16/01/2014,0
17/01/2014,0
18/01/2014,0
19/01/2014,0
20/01/2014,0
21/01/2014,0
22/01/2014,0
23/01/2014,0
24/01/2014,0
25/01/2014,0
26/01/2014,0
27/01/2014,0
28/01/2014,0
29/01/2014,0
30/01/2014,0
31/01/2014,0
01/02/2014,0
02/02/2014,0
03/02/2014,0
04/02/2014,0
05/02/2014,0
06/02/2014,0
07/02/2014,0
08/02/2014,0
09/02/2014,0
10/02/2014,0
11/02/2014,0
12/02/2014,0
13/02/2014,0
14/02/2014,0
15/02/2014,0
16/02/2014,0
17/02/2014,0
18/02/2014,0
19/02/2014,0
20/02/2014,0
21/02/2014,0
22/02/2014,0
23/02/2014,0
24/02/2014,0
25/02/2014,0
26/02/2014,0
27/02/2014,0
28/02/2014,0
01/03/2014,0
02/03/2014,0
03/03/2014,0
04/03/2014,0
05/03/2014,0
06/03/2014,0
07/03/2014,0
08/03/2014,0
09/03/2014,0
10/03/2014,0
11/03/2014,0
12/03/2014,0
13/03/2014,0
14/03/2014,0
15/03/2014,0
16/03/2014,0
17/03/2014,3.6
18/03/2014,0
19/03/2014,0
20/03/2014,0
21/03/2014,0
22/03/2014,0
23/03/2014,0
24/03/2014,0
25/03/2014,0
26/03/2014,0
27/03/2014,0
28/03/2014,0
29/03/2014,0
30/03/2014,0
31/03/2014,0
01/04/2014,0
02/04/2014,0
03/04/2014,0
04/04/2014,0
05/04/2014,0
06/04/2014,0.2
07/04/2014,0
08/04/2014,0
09/04/2014,0
10/04/2014,0
11/04/2014,1
12/04/2014,0
13/04/2014,2
14/04/2014,0
15/04/2014,1.6
16/04/2014,3.7
17/04/2014,0
18/04/2014,2.5
19/04/2014,0
20/04/2014,48.3
21/04/2014,0
22/04/2014,0
23/04/2014,0
24/04/2014,1.9
25/04/2014,0
26/04/2014,4.9
27/04/2014,0
28/04/2014,0
29/04/2014,0
30/04/2014,24.7
01/05/2014,0.6
02/05/2014,0
03/05/2014,4.8
04/05/2014,0
05/05/2014,6.4
06/05/2014,1.2
07/05/2014,3.8
08/05/2014,0
09/05/2014,0
10/05/2014,0
11/05/2014,0
12/05/2014,0
13/05/2014,15.3
14/05/2014,0
15/05/2014,0
16/05/2014,0
17/05/2014,0
18/05/2014,0.6
19/05/2014,0
20/05/2014,0
21/05/2014,0
22/05/2014,17.5
23/05/2014,11.4
24/05/2014,0
25/05/2014,47.8
26/05/2014,0.6
27/05/2014,53.3
28/05/2014,10.4
29/05/2014,4
30/05/2014,0
31/05/2014,5.6
01/06/2014,0
02/06/2014,0
03/06/2014,0
04/06/2014,0
05/06/2014,36.2
06/06/2014,2.3
07/06/2014,0
08/06/2014,0.7
09/06/2014,0
10/06/2014,0
11/06/2014,0
12/06/2014,0
13/06/2014,13.2
14/06/2014,34.2
15/06/2014,13.8
16/06/2014,0
17/06/2014,4.2
18/06/2014,12.2
19/06/2014,0
20/06/2014,0
21/06/2014,0
22/06/2014,6.7
23/06/2014,1.2
24/06/2014,9.2
25/06/2014,19.8
26/06/2014,29.2
27/06/2014,25.6
28/06/2014,6.4
29/06/2014,0
30/06/2014,15.2
01/07/2014,0.7
02/07/2014,0
03/07/2014,29.4
04/07/2014,0
05/07/2014,0
06/07/2014,11.2
07/07/2014,1.8
08/07/2014,25.1
09/07/2014,0.4
10/07/2014,0
11/07/2014,0
12/07/2014,11.9
13/07/2014,0
14/07/2014,0
15/07/2014,0
16/07/2014,10.6
17/07/2014,0
18/07/2014,0
19/07/2014,0.3
20/07/2014,0
21/07/2014,0
22/07/2014,0
23/07/2014,0
24/07/2014,1.8
25/07/2014,0
26/07/2014,0
27/07/2014,53.2
28/07/2014,36.8
29/07/2014,0
30/07/2014,0
31/07/2014,0.3
01/08/2014,45.8
02/08/2014,2.6
03/08/2014,4.3
04/08/2014,0
05/08/2014,26.3
06/08/2014,5.2
07/08/2014,60
08/08/2014,0
09/08/2014,0
10/08/2014,0
11/08/2014,28.8
12/08/2014,7.7
13/08/2014,0.5
14/08/2014,1.1
15/08/2014,16.8
16/08/2014,2.4
17/08/2014,30
18/08/2014,4.7
19/08/2014,37.6
20/08/2014,12.2
21/08/2014,72.6
22/08/2014,33.8
23/08/2014,1.6
24/08/2014,0
25/08/2014,40.1
26/08/2014,0
27/08/2014,0
28/08/2014,0
29/08/2014,9.3
30/08/2014,10.5
31/08/2014,92.9
01/09/2014,0
02/09/2014,18.2
03/09/2014,0.8
04/09/2014,25.4
05/09/2014,2.3
06/09/2014,1.8
07/09/2014,17.3
08/09/2014,0
09/09/2014,62.9
10/09/2014,24.8
11/09/2014,4.2
12/09/2014,5.2
13/09/2014,0
14/09/2014,0
15/09/2014,7.7
16/09/2014,0
17/09/2014,0
18/09/2014,9.1
19/09/2014,3.1
20/09/2014,13.2
21/09/2014,28.4
22/09/2014,15.6
23/09/2014,0
24/09/2014,0
25/09/2014,11.3
26/09/2014,0
27/09/2014,3.4
28/09/2014,0
29/09/2014,65.7
30/09/2014,33.9
01/10/2014,24.4
02/10/2014,1.3
03/10/2014,0
04/10/2014,0
05/10/2014,0
06/10/2014,0
07/10/2014,0
08/10/2014,0
09/10/2014,0
10/10/2014,29.9
11/10/2014,0
12/10/2014,0
13/10/2014,0
14/10/2014,0
15/10/2014,0
16/10/2014,0
17/10/2014,0
18/10/2014,10.9
19/10/2014,0
20/10/2014,0
21/10/2014,0
22/10/2014,0
23/10/2014,0
24/10/2014,0
25/10/2014,0
26/10/2014,0
27/10/2014,0
28/10/2014,0
29/10/2014,0
30/10/2014,0
31/10/2014,0
01/11/2014,0
02/11/2014,0
03/11/2014,0
04/11/2014,0
05/11/2014,0
06/11/2014,0
07/11/2014,0
08/11/2014,0
09/11/2014,0
10/11/2014,0
11/11/2014,0
12/11/2014,0
13/11/2014,0
14/11/2014,0
15/11/2014,0
16/11/2014,0
17/11/2014,0
18/11/2014,0
19/11/2014,0
20/11/2014,0
21/11/2014,0
22/11/2014,0
23/11/2014,0
24/11/2014,0
25/11/2014,0
26/11/2014,0
27/11/2014,0
28/11/2014,0
29/11/2014,0
30/11/2014,0
01/12/2014,0
02/12/2014,0
03/12/2014,0
04/12/2014,0
05/12/2014,0
06/12/2014,0
07/12/2014,0
08/12/2014,0
09/12/2014,0
10/12/2014,0
11/12/2014,0
12/12/2014,0
13/12/2014,0
14/12/2014,0
15/12/2014,0
16/12/2014,0
17/12/2014,0
18/12/2014,0
19/12/2014,0
20/12/2014,0
21/12/2014,0
22/12/2014,0
23/12/2014,0
24/12/2014,0
25/12/2014,0
26/12/2014,0
27/12/2014,0
28/12/2014,0
29/12/2014,0
30/12/2014,0
31/12/2014,0
01/01/2015,0
02/01/2015,0
03/01/2015,0
04/01/2015,0
05/01/2015,0
06/01/2015,0
07/01/2015,0
08/01/2015,0
09/01/2015,0
10/01/2015,0
11/01/2015,0
12/01/2015,0
13/01/2015,0
14/01/2015,0
15/01/2015,0
16/01/2015,0
17/01/2015,0
18/01/2015,0
19/01/2015,0
20/01/2015,0
21/01/2015,0
22/01/2015,0
23/01/2015,0
24/01/2015,0
25/01/2015,0
26/01/2015,0
27/01/2015,0
28/01/2015,0
29/01/2015,0
30/01/2015,0
31/01/2015,0
01/02/2015,0
02/02/2015,0
03/02/2015,0
04/02/2015,0
05/02/2015,0
06/02/2015,0
07/02/2015,0
08/02/2015,0
09/02/2015,0
10/02/2015,0
11/02/2015,0
12/02/2015,0
13/02/2015,0
14/02/2015,0
15/02/2015,0
16/02/2015,0
17/02/2015,0
18/02/2015,0
19/02/2015,0
20/02/2015,0
21/02/2015,0
22/02/2015,0
23/02/2015,0
24/02/2015,0
25/02/2015,0
26/02/2015,0
27/02/2015,0
28/02/2015,0
01/03/2015,0
02/03/2015,0
03/03/2015,0
04/03/2015,0
05/03/2015,0
06/03/2015,0
07/03/2015,0
08/03/2015,0
09/03/2015,0
10/03/2015,0
11/03/2015,0
12/03/2015,0
13/03/2015,0
14/03/2015,0
15/03/2015,0
16/03/2015,0
17/03/2015,0
18/03/2015,0
19/03/2015,0
20/03/2015,0
21/03/2015,0
22/03/2015,0
23/03/2015,0
24/03/2015,0
25/03/2015,0
26/03/2015,32.7
27/03/2015,0
28/03/2015,0
29/03/2015,0
30/03/2015,0
31/03/2015,0
01/04/2015,0
02/04/2015,0
03/04/2015,0
04/04/2015,0
05/04/2015,0
06/04/2015,0
07/04/2015,0
08/04/2015,0
09/04/2015,0
10/04/2015,0
11/04/2015,0
12/04/2015,0
13/04/2015,0
14/04/2015,0
15/04/2015,0
16/04/2015,0
17/04/2015,0
18/04/2015,0
19/04/2015,0
20/04/2015,0
21/04/2015,0
22/04/2015,0
23/04/2015,0
24/04/2015,0
25/04/2015,0
